-5.6161766,-3.185199,1.6185479,,0
-5.5156,-3.5611205,1.8307991,,0
-5.5321603,-2.9706402,1.8307991,,0
-5.67808,-2.9706402,1.4868011,,0
-5.894308,-2.3546767,0.9114851,,0
-5.98712,-1.7897606,0.6499977,,0
-5.9833603,-2.3802404,0.6499977,,0
-5.7819204,-2.3802404,1.2403984,,0
-6.058069,-1.5519512,0.4216963,,0
-5.98712,-1.7897606,0.6499977,,0
-5.9631205,-1.1993604,0.6499977,,0
-6.1716,-1.1993604,0.05960083,,0
-6.249281,-0.8538828,-0.22520828,,0
-6.14184,-0.60888004,0.05960083,,0
-6.26856,-0.60888004,-0.290802,,0
-6.26856,-1.1993604,-0.26119995,,0
-6.4060116,-0.104267836,-0.7484019,,0
-6.35784,-0.60888004,-0.53079987,,0
-6.3279204,-0.018480778,-0.53079987,,0
-6.528,-0.018480778,-1.1212006,,0
-6.579111,0.6844976,-1.5047014,,0
-6.6007996,1.1623993,-1.7116013,,0
-6.6359997,0.5719991,-1.7116013,,0
-6.4927998,0.5719991,-1.1212006,,0
-6.620716,1.7157848,-2.0770936,,0
-6.6007996,1.1623993,-1.7116013,,0
-6.5264006,1.7528796,-1.7116013,,0
-6.6712,1.7528796,-2.302002,,0
-6.616682,2.6511688,-2.507603,,0
-6.6128006,2.3435998,-2.302002,,0
-6.5271997,2.9339995,-2.302002,,0
-6.6664,2.9339995,-2.8924026,,0
-6.592455,3.329029,-2.8852649,,0
-6.5584,3.5244002,-2.8924026,,0
-6.6664,2.9339995,-2.8924026,,0
-6.5271997,2.9339995,-2.302002,,0
-6.414812,4.3016186,-3.2664273,,0
-6.5319996,4.1148,-3.4828033,,0
-6.26856,4.4436,-2.8924026,,0
-6.26856,4.7051997,-3.1907997,,0
-6.1711693,5.345354,-3.7730377,,0
-6.03736,5.886,-4.0731964,,0
-6.26672,5.2955995,-4.0731964,,0
-6.1168003,5.2955995,-3.4828033,,0
-5.761814,-3.7760334,0.97550184,,0
-5.67808,-3.8813605,1.2403984,,0
-5.8796005,-3.5611205,0.6499977,,0
-5.7767205,-4.1515203,0.6499977,,0
-6.0029716,-2.889965,0.44039255,,0
-5.9833603,-2.3802404,0.6499977,,0
-6.08648,-2.9706402,0.05960083,,0
-5.94992,-2.9706402,0.6499977,,0
-6.194422,-2.1036358,-0.100630105,,0
-6.1406403,-2.3802404,0.05960083,,0
-6.1697598,-1.7897606,0.05960083,,0
-6.26856,-1.7897606,-0.33480072,,0
-6.3720264,-1.3916569,-0.7193814,,0
-6.35208,-1.1993604,-0.53079987,,0
-6.4152,-1.7897606,-1.1212006,,0
-6.31808,-1.7897606,-0.53079987,,0
-6.549349,-0.46974564,-1.2766026,,0
-6.528,-0.018480778,-1.1212006,,0
-6.6152,-0.60888004,-1.7116013,,0
-6.5248003,-0.60888004,-1.1212006,,0
-6.650097,0.30892563,-1.8710549,,0
-6.6359997,0.5719991,-1.7116013,,0
-6.6856003,-0.018480778,-2.302002,,0
-6.6400003,-0.018480778,-1.7116013,,0
-6.7209816,1.1560478,-2.4690685,,0
-6.7056007,1.1623993,-2.302002,,0
-6.7608004,1.1623993,-2.8924026,,0
-6.7384005,0.5719991,-2.8924026,,0
-6.7508736,2.0682802,-3.004579,,0
-6.7567997,1.7528796,-2.8924026,,0
-6.7271996,2.3435998,-2.8924026,,0
-6.7792006,2.3435998,-3.4828033,,0
-6.731554,2.8951864,-3.4509854,,0
-6.7312,2.9339995,-3.4828033,,0
-6.7792006,2.3435998,-3.4828033,,0
-6.7271996,2.3435998,-2.8924026,,0
-6.608267,4.0509844,-4.007684,,0
-6.6520004,3.5244002,-3.4828033,,0
-6.5319996,4.1148,-3.4828033,,0
-6.6032,4.1148,-4.0731964,,0
-6.482435,4.682394,-4.244486,,0
-6.6032,4.1148,-4.0731964,,0
-6.4672003,4.7051997,-4.0731964,,0
-6.5016003,4.7051997,-4.663597,,0
-5.668791,-4.771471,0.46994182,,0
-5.5033603,-5.3324003,0.6499977,,0
-5.6497602,-4.7420006,0.6499977,,0
-5.67808,-4.7420006,0.45640182,,0
-5.961458,-3.887106,-0.26788747,,0
-6.0020003,-3.5611205,0.05960083,,0
-6.0731997,-3.5611205,-0.53079987,,0
-5.9282403,-4.1515203,-0.53079987,,0
-6.172781,-3.1037579,-0.8600656,,0
-6.17496,-2.9706402,-0.53079987,,0
-6.21992,-2.9706402,-1.1212006,,0
-6.09904,-3.5611205,-1.1212006,,0
-6.3828506,-2.2002163,-1.4977881,,0
-6.4152,-1.7897606,-1.1212006,,0
-6.3724003,-2.3802404,-1.7116013,,0
-6.3270397,-2.3802404,-1.1212006,,0
-6.5319653,-1.4819374,-1.9520066,,0
-6.556801,-1.1993604,-1.7116013,,0
-6.5104,-1.7897606,-2.302002,,0
-6.4736004,-1.7897606,-1.7116013,,0
-6.6495533,-0.6667118,-2.5013652,,0
-6.6520004,-0.60888004,-2.302002,,0
-6.6624002,-0.60888004,-2.8924026,,0
-6.6016006,-1.1993604,-2.8924026,,0
-6.72781,0.3950882,-3.1049852,,0
-6.7384005,0.5719991,-2.8924026,,0
-6.7455997,0.5719991,-3.4828033,,0
-6.7016,-0.018480778,-3.4828033,,0
-6.780039,1.4242134,-3.7018425,,0
-6.7784004,1.1623993,-3.4828033,,0
-6.7928,1.7528796,-3.4828033,,0
-6.7799997,1.7528796,-4.0731964,,0
-6.7767887,2.1127214,-4.095534,,0
-6.7799997,1.7528796,-4.0731964,,0
-6.7784004,2.3435998,-4.0731964,,0
-6.7192,2.3435998,-4.663597,,0
